RecordID,Timestamp,ConsumerID,Consumption_Liters,ConsumerType,Location
96966574,2023-05-27 20:21:15,44378,6854,Residential,East James
60364266,2023-11-14 19:38:43,62615,5146,Commercial,Port Nicoleshire
17696960,2023-08-07 09:54:49,81191,8051,Industrial,Andersonport
45241900,2023-10-11 13:19:27,4702,5090,Commercial,Guzmanfurt
65646376,2023-11-11 09:31:04,81533,3955,Commercial,East Valerietown
33434918,2023-05-03 09:54:48,92463,84,Industrial,Port Dillon
95875082,2023-06-06 10:33:27,47810,1890,Residential,Jonesstad
2393345,2023-09-05 21:04:02,90100,9979,Residential,Vargasborough
52059492,2023-04-27 12:30:43,95575,9881,Industrial,Port Charlene
13968795,2023-08-25 21:34:17,83793,8933,Industrial,East Andrew
85879069,2023-05-03 02:43:43,84675,8084,Industrial,Petersshire
87544044,2023-10-15 15:23:06,44589,8244,Industrial,West Phillipland
16968535,2023-09-24 02:32:37,54499,4866,Industrial,Hortontown
83258913,2023-08-30 21:05:29,16583,991,Commercial,Edwardfort
90470524,2023-04-22 01:45:21,53389,2370,Industrial,East Brittanybury
10648166,2023-02-07 13:15:27,45994,9586,Commercial,Lake Julieborough
3409827,2023-02-11 07:18:11,49230,6753,Residential,West Lee
56891846,2023-12-27 13:36:56,69291,6482,Commercial,West Tammy
30527597,2023-08-06 21:06:01,64056,6732,Commercial,North Kiara
76917655,2023-03-06 21:21:24,39861,1823,Commercial,West Aliceview
23547813,2023-12-23 13:30:37,79454,4083,Residential,Nguyenside
80805499,2023-09-18 00:56:24,66552,1025,Commercial,Danielville
55953254,2023-06-18 03:01:46,92378,3237,Residential,East Christinetown
34527422,2023-04-04 01:24:31,20925,2178,Industrial,East Carl
25401149,2023-07-09 03:01:33,33338,2423,Commercial,North Rachel
86379986,2023-03-11 18:17:22,5528,2023,Industrial,Joshuaport
49511860,2023-05-31 18:57:26,2526,7209,Residential,North Jason
54270608,2023-11-27 23:50:07,10513,6736,Industrial,Howardmouth
14026162,2023-07-18 23:07:42,22622,929,Commercial,Lake Christopher
19190929,2023-10-15 18:16:07,48659,8435,Residential,Hoodberg
46880894,2023-03-25 16:04:10,64542,7203,Industrial,North Reginald
10862529,2023-07-25 09:43:51,81965,5646,Industrial,Michaelmouth
3138141,2023-03-25 11:02:09,78945,1927,Industrial,Pattersonbury
88971298,2023-04-17 10:08:48,36538,7305,Commercial,Port Brian
68751145,2023-03-12 12:13:18,20395,7292,Residential,Davisshire
58626306,2023-01-04 04:59:53,50226,9010,Industrial,Port Taylor
56528400,2023-03-15 16:08:18,54644,8025,Commercial,Port Alan
7673778,2023-05-24 13:30:47,6809,3092,Residential,Jonesstad
35672544,2023-03-12 02:16:49,99294,9940,Industrial,Port Nicoleton
26018184,2023-02-04 03:43:22,68003,4006,Commercial,Vickieville
21383716,2023-07-07 16:59:49,20491,3739,Residential,Kristenmouth
26154952,2023-04-20 18:28:22,23190,861,Industrial,Lake Kaitlynberg
50694037,2023-09-01 08:39:04,63058,1838,Industrial,Porterville
73962928,2023-12-20 00:15:23,26766,4494,Residential,New Maureen
9953965,2023-01-02 20:21:04,53438,7335,Commercial,Johnchester
76777210,2023-06-06 00:44:40,84343,8229,Industrial,Lake Johnchester
11886859,2023-06-27 07:43:45,17593,6036,Commercial,Beverlyport
73183159,2023-09-21 21:06:49,16148,4862,Residential,Lake Joshualand
99756495,2023-01-29 22:42:05,26210,6641,Commercial,Christophertown
76177068,2023-03-15 20:49:08,46810,8668,Commercial,New Leahborough
54149194,2023-08-29 12:04:49,24891,8306,Commercial,North Michaeltown
86018908,2023-09-24 07:18:51,63336,8961,Residential,Knightfurt
4025166,2023-11-11 22:06:39,11454,9330,Commercial,South Kylebury
81392655,2023-10-21 00:08:36,4740,2278,Residential,Port Timothy
77488589,2023-01-25 18:49:15,753,5866,Industrial,New Williamborough
29976764,2023-11-18 07:54:43,61851,1111,Industrial,Port James
75897453,2023-05-20 19:40:45,37453,7798,Commercial,Nicholasfort
34944119,2023-12-04 20:42:30,1979,482,Industrial,Camposhaven
7488056,2023-08-01 16:34:09,78552,9251,Industrial,East Robertton
82881497,2023-09-22 05:50:20,12563,4060,Commercial,New Travis
58233842,2023-03-16 17:52:43,60721,7416,Industrial,West Deborah
97579803,2023-03-10 21:16:52,55228,1462,Commercial,South Terri
36304026,2023-10-15 05:50:01,14671,8030,Commercial,New James
26366474,2023-02-15 18:23:49,34394,8174,Industrial,West Wendyfurt
44249080,2023-06-25 01:52:52,98410,8463,Commercial,Lake Joseph
80766014,2023-06-12 19:37:36,76358,7137,Commercial,Morrishaven
27378151,2023-12-25 08:24:19,94952,3779,Commercial,Port Jeffmouth
33077113,2023-06-10 17:12:21,75446,6825,Residential,New Lindaborough
61888661,2023-07-02 04:00:18,89527,8944,Commercial,North Laurenburgh
95881051,2023-07-11 00:19:50,31399,6421,Industrial,Port Kathrynmouth
95990880,2023-10-12 08:31:10,45608,2732,Residential,Danielleborough
48579836,2023-05-31 02:21:04,85784,2720,Residential,Kingview
72036776,2023-12-30 13:16:26,18847,9381,Residential,New Lisa
55486768,2023-09-15 20:33:26,92533,688,Commercial,Mcclureville
44160804,2023-12-16 00:54:49,88327,3302,Commercial,Jessicatown
45068551,2023-11-10 16:21:37,44920,4546,Industrial,New Lindsey
608078,2023-12-12 08:48:32,89979,6925,Residential,Meganchester
41308157,2023-06-28 19:32:36,97485,4292,Commercial,Billstad
44764677,2023-04-23 15:22:59,59740,6460,Commercial,North Justinmouth
28608026,2023-01-24 17:25:07,64053,3812,Residential,Riceton
99695309,2023-01-06 21:43:15,95795,3412,Commercial,Staffordville
94831682,2023-05-08 11:35:56,85355,9797,Residential,South Cliffordmouth
20656062,2023-01-06 00:19:02,62375,6471,Residential,Fitzpatricktown
27978820,2023-03-20 11:36:23,78510,7561,Industrial,Marissachester
42450390,2023-09-20 03:26:44,97920,1015,Industrial,Lake Sara
68171123,2023-04-11 07:10:41,14773,4549,Industrial,Moralesfurt
34528444,2023-12-03 23:47:43,77081,1660,Industrial,South Katherineland
71563301,2023-03-09 21:20:20,44266,4619,Residential,Maldonadochester
9830726,2023-09-12 09:27:24,98451,7520,Residential,Jorgeland
88332570,2023-10-19 10:27:06,73744,2405,Residential,Port Annastad
62115533,2023-12-08 03:39:01,9459,8967,Industrial,West Dennis
47866669,2023-12-04 06:41:32,36165,4554,Commercial,Rodriguezmouth
84530233,2023-06-15 22:39:26,85857,9270,Commercial,Port Angela
68074562,2023-07-17 13:07:40,48178,2003,Commercial,Lake Ashley
80629074,2023-04-09 01:06:30,61033,4061,Industrial,Port James
63887194,2023-11-29 14:32:04,48577,352,Commercial,South Brandon
44489191,2023-03-13 14:06:23,69045,946,Residential,South John
99264164,2023-07-16 00:06:32,25053,5195,Industrial,Youngfort
48834182,2023-05-30 18:49:07,42843,5187,Residential,Port Rickychester
71082113,2023-08-31 08:05:48,4482,8884,Residential,West Staceyfurt
86466275,2023-11-07 07:03:39,8171,2107,Industrial,Joshuastad
65805959,2023-10-26 12:26:35,5173,8385,Industrial,Gibsonfurt
35296624,2023-01-02 07:43:57,62186,7840,Residential,Lake Krystalborough
69292136,2023-06-22 23:54:43,36303,9421,Commercial,Paulstad
75872863,2023-09-09 06:22:05,90658,4190,Residential,South Andrea
4855714,2023-10-16 02:38:13,7972,6748,Commercial,South Nicolebury
39305913,2023-10-27 23:57:08,91155,4378,Industrial,West Markchester
97574525,2023-03-06 15:24:56,35535,9317,Residential,Webbmouth
10298734,2023-06-07 01:03:48,32691,7550,Commercial,North Barbaramouth
50905854,2023-07-31 14:40:07,21140,1156,Industrial,Michelleburgh
32419402,2023-09-09 06:44:03,43911,3747,Residential,Port Melissaport
12826144,2023-12-11 18:41:35,69129,5777,Industrial,Davidtown
10232330,2023-12-25 01:43:11,69828,8283,Industrial,East Craig
89883967,2023-09-07 18:39:05,81123,558,Commercial,Lyonsview
46886850,2023-03-14 08:05:21,2534,4539,Commercial,Dustinfort
80671628,2023-12-10 08:56:22,73794,5545,Commercial,South Rebeccamouth
29696032,2023-10-29 15:55:09,51427,1400,Residential,South Jennifermouth
31011824,2023-02-17 17:36:53,80803,7122,Residential,Davisview
90308721,2023-09-23 20:12:01,38021,4178,Industrial,South Carriemouth
52932568,2023-10-21 02:27:05,9946,7373,Commercial,East Andreaborough
94817302,2023-10-26 10:22:45,28592,7910,Commercial,Taylorville
70738633,2023-10-31 08:03:40,67488,9525,Industrial,Harrismouth
50724879,2023-12-23 20:36:52,88733,2047,Residential,Bullockchester
24466438,2023-05-06 20:18:36,95249,982,Residential,Timothyville
1228484,2023-05-13 21:08:59,83410,8220,Residential,Joshuaton
58512965,2023-04-10 12:38:33,20799,3775,Residential,West Courtney
97439940,2023-09-17 10:22:32,32463,5117,Industrial,Kellyport
49187433,2023-05-09 02:39:58,69541,8548,Residential,Ayersmouth
75369106,2023-02-11 16:55:59,47136,8987,Industrial,Villegashaven
69205201,2023-09-18 14:59:39,7073,3995,Commercial,Nicholschester
50665057,2023-04-22 03:38:28,84881,6185,Industrial,Smithside
80010341,2023-12-28 05:13:01,9456,5236,Commercial,Port Nicoleborough
35221998,2023-11-21 05:02:12,51983,9807,Commercial,Patriciaville
78220598,2023-04-18 15:16:50,62771,4879,Residential,Jamesville
27470177,2023-02-03 08:05:45,74905,9508,Commercial,North Tyler
8659061,2023-11-23 13:41:09,59260,5795,Industrial,Wandabury
63424751,2023-05-10 00:52:51,12871,9808,Industrial,Port Crystalfurt
51517717,2023-10-05 08:12:18,28639,1892,Residential,East Kathy
62609761,2023-02-07 10:14:03,20941,8493,Commercial,Heatherport
63847607,2023-12-28 12:31:55,28910,1350,Commercial,Aguilarhaven
5531358,2023-08-05 12:04:45,83344,1055,Commercial,Richville
37301175,2023-01-06 15:42:43,62366,4919,Commercial,Matthewborough
84987923,2023-03-25 12:15:24,25596,5912,Residential,Rogershaven
8086785,2023-11-20 22:08:30,84247,1479,Industrial,Tammyshire
70667564,2023-09-02 04:40:12,99734,9761,Industrial,South Tracystad
16906446,2023-11-17 23:12:53,39880,67,Commercial,Millsfurt
57956329,2023-08-02 03:55:14,55017,9427,Commercial,Hintonfort
52770842,2023-01-08 01:43:35,20055,9557,Residential,North Emilyhaven
37427784,2023-06-08 17:48:56,9936,1821,Commercial,Smithview
15613162,2023-06-04 03:07:18,12023,8624,Residential,Singhfurt
62211764,2023-11-03 21:50:06,2645,2584,Industrial,Amandaland
35979350,2023-06-15 10:49:56,69196,8088,Residential,Larsonside
69202067,2023-06-13 00:02:34,67988,2433,Commercial,Rogersborough
57737990,2023-05-30 11:42:26,19208,3505,Commercial,West Courtneyburgh
77910579,2023-09-27 22:10:15,56047,6654,Industrial,Martinton
17696972,2023-12-21 11:09:17,38142,5160,Commercial,Port Joseph
37552836,2023-09-02 06:32:51,68596,8311,Residential,Port Carolynmouth
92452316,2023-05-11 11:13:29,84205,9193,Residential,Lake Jenny
70557568,2023-01-14 22:45:35,96864,4657,Residential,South Katiebury
42869157,2023-12-11 22:37:34,38240,2487,Residential,Lake David
55422654,2023-01-12 03:55:25,85729,6086,Commercial,Brianhaven
81560622,2023-11-16 10:47:22,59352,1567,Industrial,East Nathanstad
3960752,2023-12-23 06:22:27,44062,3391,Commercial,Port Janet
69628658,2023-06-07 16:25:07,62566,9165,Residential,Thompsonbury
28643363,2023-09-10 16:25:55,18699,6697,Commercial,Wileyberg
84144565,2023-01-29 14:11:52,22240,6090,Commercial,West Alexa
53841107,2023-03-08 18:30:47,30852,7002,Commercial,Port Rebeccaburgh
13544972,2023-06-17 00:31:14,89426,3375,Commercial,East Justin
17525338,2023-02-10 21:11:14,82405,3056,Industrial,Williamsmouth
16056107,2023-06-24 01:03:05,14287,5260,Industrial,Port Deniseland
38241302,2023-04-07 21:29:24,66912,7790,Industrial,East Andrea
72327548,2023-01-14 16:44:21,18282,9947,Residential,Riverafort
48413659,2023-09-22 16:42:11,82890,8423,Commercial,Brownview
85411079,2023-12-01 23:53:10,31268,384,Industrial,East Danielle
1125448,2023-01-16 00:12:10,84545,3638,Industrial,South Sheila
33933290,2023-01-11 17:16:01,96212,3485,Residential,Paulmouth
78165675,2023-12-28 07:55:18,91769,8393,Residential,Danielfort
4230643,2023-11-13 17:59:17,13820,5513,Industrial,Vanessafurt
6779435,2023-04-18 00:46:39,23461,3472,Residential,Port Matthewmouth
71081889,2023-04-24 00:27:34,17604,1370,Commercial,Port Erin
50618357,2023-11-14 01:57:12,85832,3026,Residential,New Jessica
95566823,2023-11-05 00:25:22,80597,4485,Industrial,Carrilloburgh
29820382,2023-11-15 07:27:46,64663,9668,Residential,Marquezborough
64497966,2023-07-10 01:39:19,34993,7584,Residential,Arthurstad
2523871,2023-04-03 20:13:04,95757,3091,Residential,North Scottstad
68195118,2023-01-28 10:09:35,24092,6118,Residential,West Jennifer
41199185,2023-02-10 00:31:55,27427,6182,Industrial,South Michaelberg
6966348,2023-09-11 12:47:17,38119,9609,Commercial,Lake Michael
40308359,2023-07-19 02:34:03,62155,3804,Commercial,Collierfort
13345675,2023-07-21 11:16:46,66522,9913,Residential,Danielburgh
43250991,2023-07-26 14:46:22,34924,3091,Residential,Morganfurt
63303768,2023-07-28 04:26:27,50519,9879,Residential,Lake Kristopher
64166696,2023-12-08 06:25:53,31323,8517,Commercial,Harrellside
74362380,2023-11-06 05:41:03,22234,7090,Industrial,Christianburgh
85373615,2023-11-28 13:04:56,12556,4705,Industrial,New Krystal
33222472,2023-10-19 22:58:02,43103,5952,Residential,Wilsonview
9097992,2023-10-15 03:05:46,46384,9537,Commercial,Port Tinaland
57033898,2023-01-12 16:20:59,42631,6638,Residential,Matthewport
11289566,2023-07-17 15:11:28,82149,5394,Commercial,New Jeremiahburgh
37314700,2023-04-18 00:38:36,99862,249,Residential,South Michellefurt
45736765,2023-06-10 09:53:33,28612,2618,Commercial,Jamesfurt
88323129,2023-08-15 23:46:20,79518,3081,Industrial,South Jameston
72111269,2023-10-29 19:29:32,2382,6073,Industrial,North Dylanhaven
97716216,2023-11-22 01:44:56,70271,8878,Industrial,Petersonview
1787983,2023-12-07 23:30:08,79046,7584,Commercial,South Edwinfurt
30637217,2023-07-22 14:13:21,13600,4838,Industrial,Timothyport
52165269,2023-12-06 00:31:00,67928,6300,Industrial,Lake Jennifer
11898081,2023-07-14 15:11:51,41075,8008,Commercial,Lake Alicia
30720723,2023-06-14 13:37:23,16511,2147,Commercial,Stewartstad
45024625,2023-08-16 05:12:30,49163,833,Industrial,New Cody
70742515,2023-06-02 21:39:27,41636,8040,Commercial,Port Faith
9292095,2023-07-28 10:31:33,95452,6059,Industrial,New Kristyfort
50725669,2023-03-29 18:02:19,4987,3884,Residential,Port Colemouth
68672689,2023-05-31 20:27:28,99006,1405,Commercial,Reginaville
67061282,2023-08-24 21:51:56,34323,5306,Industrial,South Thomasborough
87783991,2023-02-13 20:46:27,12391,9347,Industrial,North Peterton
6191234,2023-08-11 20:51:23,1662,2041,Residential,Mikeborough
86873812,2023-08-19 11:49:44,9848,8533,Commercial,Wilsonshire
84806079,2023-09-28 10:47:38,23385,185,Commercial,Rhodesport
29679560,2023-10-01 22:25:27,34886,5768,Industrial,Davishaven
71390307,2023-03-15 02:23:48,71941,4677,Commercial,Lake Eduardo
71547177,2023-12-24 13:45:58,54507,5588,Residential,Kennethchester
73652591,2023-09-18 12:14:32,54299,5050,Residential,Lake Robertstad
90711367,2023-04-14 17:58:06,15420,3491,Commercial,North Kimberly
29216992,2023-03-27 00:53:38,81434,6479,Residential,North Diane
14585320,2023-09-01 03:51:26,25651,4205,Residential,Tiffanyborough
65190338,2023-01-21 05:47:41,40324,945,Residential,West Miguel
73625120,2023-03-01 01:40:25,48610,153,Residential,South Joshuaton
90250236,2023-03-01 17:05:25,83770,1864,Industrial,Josephmouth
39666493,2023-01-07 03:22:48,70947,4463,Residential,Weberview
48557488,2023-09-09 02:48:47,35684,5089,Industrial,Jimenezport
24136389,2023-05-04 08:20:26,61491,4086,Industrial,Millershire
63524906,2023-04-24 20:57:33,6530,8111,Residential,Elizabethland
33541470,2023-07-09 02:22:07,102,3715,Residential,East Stevenfurt
18925315,2023-02-13 06:16:48,96455,6496,Commercial,Johnsonburgh
19169766,2023-06-03 15:15:10,86109,8550,Residential,Kevinside
83748122,2023-03-14 03:59:10,89520,8450,Industrial,Robertsport
14150386,2023-10-26 05:11:48,94711,7448,Residential,Hughesside
79546217,2023-12-06 14:48:39,36589,1816,Industrial,Melindaland
45474044,2023-03-08 10:01:17,8901,7757,Industrial,Millerborough
25136352,2023-01-12 18:03:50,19504,3440,Industrial,East Miguelstad
22689844,2023-05-07 14:51:22,91601,331,Industrial,New Deniseshire
35943381,2023-05-29 00:48:37,88434,9021,Industrial,East Maryton
16666181,2023-03-26 03:43:08,83411,5751,Residential,Brittanyberg
52599912,2023-02-08 17:38:00,70998,3681,Residential,Justinfort
42402321,2023-01-18 06:48:09,60865,8282,Commercial,Lake Stephanie
76118285,2023-09-17 20:50:49,75524,7297,Commercial,West Angelaberg
7766184,2023-11-19 23:42:24,59653,228,Commercial,Baldwinhaven
56677515,2023-07-03 18:12:06,40493,2039,Residential,East James
22694050,2023-01-21 06:49:22,8298,931,Commercial,Wayneberg
45842166,2023-06-02 23:11:37,15638,5353,Commercial,South Matthewtown
29137293,2023-03-01 22:59:19,49379,8764,Industrial,South Kimberlyburgh
50914160,2023-01-26 10:38:54,49145,1492,Residential,Youngton
48065830,2023-01-30 08:14:32,31651,7251,Industrial,Wubury
442932,2023-01-26 09:38:27,8260,637,Industrial,New Marychester
954679,2023-10-26 09:35:16,67927,2743,Industrial,Lake Ronaldtown
55494101,2023-12-30 23:00:04,94683,1143,Commercial,North Kimberlyport
62403517,2023-11-01 03:38:46,99305,7333,Commercial,Robertachester
2956235,2023-07-19 02:37:28,12614,5032,Industrial,West Katiefort
62889679,2023-12-08 19:26:38,22614,5171,Residential,Port Alyssastad
42752754,2023-12-15 15:57:42,91877,5226,Commercial,Michaelberg
32616118,2023-07-16 07:42:15,91641,3129,Industrial,Lake Crystal
74420393,2023-07-09 21:04:23,69404,7071,Industrial,North Phillipburgh
83437824,2023-03-22 03:59:47,80506,9295,Industrial,Port Angelaland
91707088,2023-06-30 15:14:41,16965,5098,Commercial,Port Laura
58620949,2023-03-27 04:40:17,34225,8246,Industrial,Jasonborough
88706699,2023-08-18 09:48:54,77193,6525,Residential,Heathshire
17901557,2023-01-08 10:11:01,998,9412,Residential,Jasminefort
21558639,2023-02-18 07:13:33,61874,9477,Commercial,Robinsonburgh
4077947,2023-10-07 06:55:22,44139,1995,Industrial,Torresbury
95130274,2023-04-12 15:34:10,96526,4071,Industrial,Wangburgh
35916397,2023-05-27 10:16:40,80418,9106,Commercial,North Christina
92444580,2023-04-11 21:12:23,15216,8900,Residential,Allentown
99676574,2023-04-27 14:36:05,93403,6686,Residential,New Angela
13486164,2023-07-28 22:21:39,55503,1610,Industrial,South Louishaven
43672433,2023-03-23 10:37:48,4176,9806,Commercial,Jasonfurt
74398596,2023-12-27 02:55:16,93817,7238,Industrial,Port Sylviaburgh
95936075,2023-07-02 05:08:54,97062,917,Industrial,Rogerschester
43579344,2023-08-20 09:37:46,71809,7488,Industrial,New Christian
41973607,2023-03-10 18:37:49,77268,1271,Commercial,Walterberg
44293620,2023-02-17 11:38:58,46316,987,Commercial,Williamsberg
49356202,2023-11-01 03:01:50,55374,1232,Commercial,Alexisville
95842089,2023-02-16 07:14:50,17090,6278,Residential,Pageberg
48602662,2023-02-10 07:19:07,28816,6758,Industrial,West Cindy
69324524,2023-08-28 00:57:24,83923,8580,Commercial,Ericafurt
98041688,2023-01-19 13:26:11,62164,83,Commercial,South Roberttown
77137877,2023-03-02 03:16:33,88141,5125,Industrial,North Dana
1534270,2023-05-10 19:27:58,1980,108,Commercial,Port Bryanfurt
2842740,2023-12-28 13:31:36,920,7632,Commercial,Port Catherinefurt
10222591,2023-06-08 08:01:18,22493,8021,Commercial,Isaacside
47400455,2023-10-06 03:02:01,56767,4905,Commercial,South Brandonside
56153379,2023-04-07 19:46:33,44468,2123,Industrial,Zacharyfurt
46593749,2023-09-07 14:23:08,25778,2714,Residential,Dianaburgh
18185069,2023-09-01 10:09:51,34953,2846,Industrial,South Sandra
84026190,2023-02-08 10:55:17,24941,8937,Commercial,New Victorfurt
30846577,2023-10-22 18:31:03,75758,8411,Commercial,Davidville
77413374,2023-01-04 09:23:51,33005,7819,Commercial,Angelaborough
48383731,2023-04-15 10:39:02,7329,730,Residential,Lake Keithside
18519793,2023-06-30 19:06:09,13462,5554,Commercial,New Jacobville
24705958,2023-03-23 14:32:47,21770,2778,Commercial,West Robertville
76393788,2023-04-01 09:43:37,63165,6860,Residential,Kendramouth
84667226,2023-09-15 08:27:17,35289,7097,Residential,Perezshire
85292491,2023-12-12 13:46:43,77000,2195,Commercial,Hoffmanmouth
95362579,2023-09-23 12:52:29,6355,2642,Commercial,Campbelltown
52893895,2023-01-14 08:39:53,4085,7205,Residential,Sweeneyfort
86545629,2023-12-08 04:07:26,52397,402,Industrial,Lake Donnaborough
3869231,2023-08-11 04:26:42,41839,8357,Industrial,West Sierratown
35721562,2023-12-12 13:44:07,2194,9818,Residential,Pattyhaven
62082909,2023-04-14 08:02:22,15247,7322,Commercial,Lake Rachel
73828550,2023-06-10 06:53:00,58457,9857,Commercial,Port Anthonyton
39026809,2023-08-01 14:36:16,7516,7299,Commercial,Port Raymond
47605265,2023-08-27 14:48:11,36420,637,Residential,North Christopherville
39124159,2023-09-17 19:57:51,27878,6809,Residential,Mcdanielchester
51169465,2023-01-23 16:50:14,94335,1283,Residential,East Franciscoport
76357848,2023-10-20 16:43:24,79764,8415,Commercial,Harrisville
83117454,2023-09-25 19:58:01,23456,8241,Residential,South Austin
52942133,2023-10-24 11:54:56,46814,6597,Commercial,West Michael
79858331,2023-11-11 08:39:08,47648,168,Commercial,Melanieland
89924484,2023-04-18 04:51:09,39927,1896,Residential,Newtonview
94098512,2023-07-29 23:29:03,85057,676,Industrial,New Joseside
30798918,2023-01-26 15:08:38,56451,8106,Residential,West Kelly
12423166,2023-07-29 03:39:10,3531,2930,Commercial,West Maria
80697274,2023-05-11 12:08:03,12330,4856,Residential,Wyattstad
7344886,2023-06-18 11:10:38,40442,9400,Industrial,Paulamouth
20115092,2023-10-26 15:01:25,39716,169,Residential,Lynchton
21361206,2023-03-31 10:25:31,48892,6368,Commercial,Jodyberg
38792633,2023-05-30 01:42:39,94176,2531,Commercial,Haydenhaven
91426842,2023-09-18 12:11:34,24043,7396,Industrial,Lake Scott
51018301,2023-05-06 15:33:58,30213,5116,Industrial,North Stephanie
13078646,2023-02-02 23:41:34,97351,5213,Industrial,Jenniferbury
93910376,2023-10-07 19:20:02,60668,8568,Commercial,Sullivantown
61228873,2023-04-22 04:10:04,1612,8754,Industrial,East Angela
3252586,2023-11-05 17:45:54,51812,5511,Residential,Chambersmouth
42451377,2023-09-05 07:33:32,54907,8574,Industrial,Saraport
12352028,2023-01-23 10:27:27,9507,260,Industrial,East Heidiborough
72705198,2023-08-08 16:24:53,46831,9540,Industrial,East Leslie
97113510,2023-02-13 16:10:28,57704,3019,Residential,Markland
57884516,2023-05-10 11:54:39,87078,1656,Commercial,Lake Jose
28408422,2023-04-24 19:58:31,83088,7871,Industrial,Maryburgh
79490714,2023-04-22 20:09:43,82429,7562,Industrial,Bennettfort
48841785,2023-10-26 11:10:03,81428,391,Commercial,Port Katherinechester
33651469,2023-10-20 00:42:25,89185,2281,Industrial,North Kimberly
25399097,2023-11-18 10:28:22,48510,4755,Industrial,Fitzgeraldtown
77487958,2023-04-26 02:24:18,12231,7590,Commercial,Vazquezstad
41454176,2023-08-06 15:40:26,22313,3717,Residential,New Daniel
40782075,2023-07-23 19:00:35,9959,6712,Commercial,Andersonbury
37390601,2023-12-11 21:36:17,76978,4433,Residential,New Jacobborough
22474969,2023-10-17 03:10:12,1235,7036,Industrial,Port Jasonside
7052432,2023-01-07 20:33:08,80593,9205,Commercial,Christopherhaven
16405219,2023-12-10 21:51:04,58658,8554,Residential,Lake Kennethstad
18603821,2023-08-09 02:21:50,56664,1687,Residential,Peterberg
27607768,2023-01-25 01:31:34,63644,2104,Commercial,Cindyville
56994515,2023-06-12 09:05:56,26407,5010,Commercial,Amytown
90785277,2023-02-20 10:01:30,43510,5509,Industrial,North Aliciaville
95495528,2023-05-17 14:03:32,34695,6305,Residential,South Donnamouth
96821729,2023-01-18 06:06:08,40562,4160,Residential,South Sabrina
47249100,2023-04-16 08:27:24,48819,437,Industrial,Lake Robertchester
90041286,2023-04-23 16:26:19,96370,84,Residential,Bassville
44736753,2023-03-30 09:48:58,94083,7363,Residential,Lake Lauren
24496344,2023-09-24 14:33:59,72919,5183,Commercial,South Fredview
22663225,2023-06-30 14:07:29,79873,4647,Commercial,Hernandezfort
83709682,2023-02-28 04:14:52,35195,4289,Commercial,South Timothy
97432073,2023-09-24 00:04:44,22589,4850,Residential,Susantown
34138213,2023-11-27 15:24:12,94075,4904,Industrial,Kennedyhaven
44793675,2023-01-03 13:14:25,40882,2901,Commercial,Lake Russellville
37838789,2023-11-22 23:00:18,81411,6658,Residential,Aguirreland
56912919,2023-11-11 09:11:07,91062,465,Industrial,Parksshire
32257835,2023-08-29 22:19:16,58241,9601,Commercial,West Juliemouth
63598884,2023-01-23 07:18:32,75552,2267,Residential,Mariebury
66803911,2023-06-18 19:08:10,47124,9280,Residential,Michaelhaven
44644221,2023-10-29 04:34:16,89542,5164,Residential,Port Kimberlyhaven
73709534,2023-09-24 19:38:00,1269,6852,Residential,Port Nicholasmouth
20154736,2023-07-23 16:02:10,8632,2493,Residential,South Glennfort
82795128,2023-03-29 03:33:27,32111,4225,Residential,North Kathy
44504873,2023-05-29 07:13:43,70564,7656,Residential,New Sharon
25538750,2023-02-08 10:39:50,38663,3354,Residential,Port Richardfort
91887507,2023-10-11 17:20:30,62173,8099,Industrial,East Jessicahaven
19497737,2023-10-27 18:07:09,41166,1981,Residential,West Nancyville
44005816,2023-07-09 01:05:24,44839,9852,Industrial,Bakerborough
19953273,2023-10-20 15:45:16,98239,9268,Industrial,North Mark
45930069,2023-04-13 04:14:33,73195,2467,Industrial,Patrickbury
53541743,2023-09-29 03:58:50,72064,1658,Commercial,Cookborough
21726354,2023-07-04 22:07:08,21204,9624,Industrial,North Edwinborough
30551091,2023-02-16 16:34:22,83414,5013,Commercial,East Shawn
36966427,2023-04-14 21:23:49,7521,5091,Residential,Sharonport
51205234,2023-04-03 00:16:56,75040,9103,Commercial,Morsemouth
63601793,2023-04-14 04:33:36,88705,4875,Residential,Lake Christinafort
95584071,2023-10-01 13:37:08,51682,9503,Industrial,Gouldtown
30759579,2023-12-15 16:49:59,3356,9134,Commercial,Kaylaberg
46544377,2023-10-12 02:39:28,33696,6827,Commercial,Henryborough
9228750,2023-02-02 03:42:40,11855,9082,Residential,Justinshire
40259931,2023-11-13 05:33:25,78087,842,Commercial,Brittanymouth
66961710,2023-03-11 19:00:05,55852,2840,Industrial,Lake Jack
81187079,2023-12-30 18:57:06,39514,3987,Industrial,East Eriktown
331822,2023-09-03 03:59:15,99504,6686,Industrial,Port Dawnview
69004722,2023-05-05 13:57:27,80833,7801,Residential,Ortizville
14818480,2023-03-08 04:57:56,11119,4754,Industrial,Port Michaeltown
94745515,2023-08-03 11:52:23,86834,415,Commercial,Dianemouth
5119308,2023-09-04 12:56:22,12141,9842,Commercial,Lake Jonathan
37047691,2023-06-06 05:24:22,34093,6190,Commercial,West Robert
63898634,2023-12-07 01:37:13,95721,2740,Commercial,North Ana
1664028,2023-06-30 19:03:34,35115,1097,Commercial,New Louis
6124036,2023-05-25 13:33:48,67635,9827,Industrial,West Shannon
